ID	NEV	ERV_KEZD	ERV_VEGE	KIHIRDETES_ID
67848	"GMep Medical Technology GmbH"	2015.01.01	2099.12.31	2404
67849	"Hübner Naturarzneimittel GmbH"	2015.01.01	2099.12.31	2404
67850	"Dolorgiet GmbH & Co. KG"	2015.01.01	2099.12.31	2404
192335	"GlaxoSmithKline (Ireland) Ltd."	2015.01.01	2099.12.31	2664
192336	"Qilu Pharma Spain S.L."	2015.01.01	2099.12.31	2664
192337	"Baggerman Farmanet N.V."	2015.01.01	2099.12.31	2664
192338	"Laboratoire Aguettant"	2015.01.01	2099.12.31	2664
192339	"Galapagos NV"	2015.01.01	2099.12.31	2664
192340	"Angelini Pharma S.p.A."	2015.01.01	2099.12.31	2664
192341	"Esteve Pharmaceuticals GmbH"	2015.01.01	2099.12.31	2664
192342	"Amivas Ireland Ltd."	2015.01.01	2099.12.31	2664
192343	"Deciphera Pharmaceuticals (Netherlands) B.V."	2015.01.01	2099.12.31	2664
192344	"BeiGene Ireland Ltd."	2015.01.01	2099.12.31	2664
194566	"ADOH B.V."	2015.01.01	2099.12.31	2744
194567	"Steriscience B.V."	2015.01.01	2099.12.31	2744
194568	"Hemony Pharmaceutical Germany GmbH"	2015.01.01	2099.12.31	2744
