ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"J01DA33"	"cefpodoxim"	"cefpodoxime"	"cefpodoxim"	1001
"J01DA34"	"cefacetrile"	"cefacetrile"	"cefacetrile"	1001
"J01DA35"	"cefroxadine"	"cefroxadine"	"cefroxadine"	1001
"J01DA36"	"ceftezole"	"ceftezole"	"ceftezole"	1001
"J01DA37"	"cefpirom"	"cefpirome"	"cefpirom"	1001
"J01DA38"	"loracarbef"	"loracarbef"	"loracarbef"	1001
"J01DA39"	"ceftibuten"	"ceftibuten"	"ceftibuten"	1001
"J01DA40"	"cefmetazole"	"cefmetazole"	"cefmetazole"	1001
"J01DA41"	"cefprozil"	"cefprozil"	"cefprozil"	1001
"J01DA42"	"cefdinir"	"cefdinir"	"cefdinir"	1001
"J01DA49"				1001
"J01DA63"	"ceftriaxone, combinations"	"ceftriaxone, combinations"	"ceftriaxone, combinations"	1001
"J01DB"	"Elsõ generációs cephalosporinok"			1001
"J01DB01"	"cefalexin"	"cefalexin"	"cefalexin"	1001
"J01DB02"	"cefaloridine"	"cefaloridine"	"cefaloridine"	1001
"J01DB03"	"cefalotin"	"cefalotin"	"cefalotin"	1001
"J01DB04"	"cefazolin"	"cefazolin"	"cefazolin"	1001
"J01DB05"	"cefadroxil"		"cefadroxil"	1001
"J01DB06"	"cefazedone"	"cefazedone"	"cefazedone"	1001
"J01DB07"	"cefatrizine"	"cefatrizine"	"cefatrizine"	1001
"J01DB08"	"cefapirin"	"cefapirin"	"cefapirin"	1001
"J01DB09"	"cefradine"	"cefradine"	"cefradine"	1001
"J01DB10"	"cefacetrile"	"cefacetrile"	"cefacetrile"	1001
"J01DB11"	"cefroxadine"	"cefroxadine"	"cefroxadine"	1001
"J01DB12"	"ceftezole"	"ceftezole"	"ceftezole"	1001
"J01DC"	"Második generációs cephalosporinok"			1001
"J01DC01"	"cefoxitin"	"cefoxitin"	"cefoxitin"	1001
"J01DC02"	"cefuroxim"		"cefuroxim"	1001
"J01DC03"	"cefamandol"		"cefamandol"	1001
"J01DC04"	"cefaclor"		"cefaclor"	1001
"J01DC05"	"cefotetan"	"cefotetan"	"cefotetan"	1001
"J01DC06"	"cefonicide"	"cefonicide"	"cefonicide"	1001
"J01DC07"	"cefotiam"	"cefotiam"	"cefotiam"	1001
"J01DC08"	"loracarbef"	"loracarbef"	"loracarbef"	1001
"J01DC09"	"cefmetazole"	"cefmetazole"	"cefmetazole"	1001
"J01DC10"	"cefprozil"		"cefprozil"	1001
"J01DC11"	"ceforanide"	"ceforanide"	"ceforanide"	1001
"J01DD"	"Harmadik generációs cephalosporinok"			1001
"J01DD01"	"cefotaxim"		"cefotaxim"	1001
"J01DD02"	"ceftazidim"		"ceftazidim"	1001
"J01DD03"	"cefsulodin"	"cefsulodin"	"cefsulodin"	1001
"J01DD04"	"ceftriaxon"		"ceftriaxon"	1001
"J01DD05"	"cefmenoxime"	"cefmenoxime"	"cefmenoxime"	1001
"J01DD06"	"latamoxef"	"latamoxef"	"latamoxef"	1001
"J01DD07"	"ceftizoxime"	"ceftizoxime"	"ceftizoxime"	1001
"J01DD08"	"cefixime"		"cefixime"	1001
"J01DD09"	"cefodizime"	"cefodizime"	"cefodizime"	1001
"J01DD10"	"cefetamet"	"cefetamet"	"cefetamet"	1001
"J01DD11"	"cefpiramide"	"cefpiramide"	"cefpiramide"	1001
"J01DD12"	"cefoperazone"	"cefoperazone"	"cefoperazone"	1001
"J01DD13"	"cefpodoxime"	"cefpodoxime"	"cefpodoxime"	1001
"J01DD14"	"ceftibuten"		"ceftibuten"	1001
"J01DD15"	"cefdinir"	"cefdinir"	"cefdinir"	1001
"J01DD16"	"cefditoren"	"cefditoren"	"cefditoren"	1001
"J01DD54"	"ceftriaxone, combinations"	"ceftriaxone, combinations"	"ceftriaxone, combinations"	1001
"J01DD62"	"cefoperazone, combinations"	"cefoperazone, combinations"	"cefoperazone, combinations"	1001
"J01DE"				1001
"J01DE01"	"cefepime"	"cefepime"	"cefepim"	1001
"J01DE02"	"cefpirome"	"cefpirome"	"cefpirome"	1001
"J01DF"	"monobaktámok"	"monobactams"		1001
"J01DF01"	"aztreonam"	"aztreonam"	"aztreonam"	1001
"J01DH"	"karbapenemek"	"carbapenems"		1001
"J01DH00"	"carbapenemek, k.m.n."		"carbapenemek, k.m.n."	1001
"J01DH02"	"meropenem"	"meropenem"	"meropenem"	1001
"J01DH03"	"ertapenem"		"ertapenem"	1001
"J01DH04"	"doripenem"	"doripenem"	"doripenem"	1001
"J01DH51"	"imipenem - enzimgátló kombinációk"	"imipenem and enzyme inhibitor"	"imipenem és enzim-inhibítor"	1001
"J01E"	"szulfonamidok és trimethoprim származékok"	"sulfonamides and trimethoprim"		1001
"J01EA"	"trimethoprim tartalmú készítmények"	"trimethoprim and derivatives"		1001
"J01EA01"	"trimethoprim"	"trimethoprim"	"trimethoprim"	1001
"J01EA02"	"brodimoprim"	"brodimoprim"	"brodimoprim"	1001
"J01EB"	"rövid hatású szulfonamid tartalmú készítmények"	"short-acting sulfonamides"		1001
"J01EB01"	"sulfaisodimidine"	"sulfaisodimidine"	"sulfaisodimidine"	1001
"J01EB02"	"sulfamethizole"	"sulfamethizole"	"sulfamethizole"	1001
"J01EB03"	"sulfadimidine"	"sulfadimidine"	"sulfadimidine"	1001
"J01EB04"	"sulfapyridine"	"sulfapyridine"	"sulfapyridine"	1001
"J01EB05"	"sulfafurazole"	"sulfafurazole"	"sulfafurazole"	1001
"J01EB06"	"sulfanilamide"	"sulfanilamide"	"sulfanilamide"	1001
"J01EB07"	"sulfathiazole"	"sulfathiazole"	"sulfathiazole"	1001
"J01EB08"	"sulfathiourea"	"sulfathiourea"	"sulfathiourea"	1001
"J01EB20"	"combinations"	"combinations"	"combinations"	1001
"J01EC"	"középhosszú hatású szulfonamid tartalmú készítmények"	"intermediate-acting sulfonamides"		1001
"J01EC01"	"sulfamethoxazole"	"sulfamethoxazole"	"sulfamethoxazole"	1001
"J01EC02"	"sulfadiazine"	"sulfadiazine"	"sulfadiazine"	1001
"J01EC03"	"sulfamoxole"	"sulfamoxole"	"sulfamoxole"	1001
"J01EC20"	"combinations"	"combinations"	"combinations"	1001
"J01ED"	"hosszú hatású szulfonamid tartalmú készítmények"	"long-acting sulfonamides"		1001
"J01ED01"	"sulfadimethoxine"	"sulfadimethoxine"	"sulfadimethoxine"	1001
"J01ED02"	"sulfalene"	"sulfalene"	"sulfalene"	1001
"J01ED03"	"sulfametomidine"	"sulfametomidine"	"sulfametomidine"	1001
"J01ED04"	"sulfametoxydiazine"	"sulfametoxydiazine"	"sulfametoxydiazine"	1001
"J01ED05"	"sulfamethoxypyridazine"	"sulfamethoxypyridazine"	"sulfamethoxypyridazine"	1001
"J01ED06"	"sulfaperin"	"sulfaperin"	"sulfaperin"	1001
"J01ED07"	"sulfamerazine"	"sulfamerazine"	"sulfamerazine"	1001
"J01ED08"	"sulfaphenazole"	"sulfaphenazole"	"sulfaphenazole"	1001
"J01ED09"	"sulfamazon"	"sulfamazon"	"sulfamazon"	1001
"J01ED20"	"combinations"	"combinations"	"combinations"	1001
"J01EE"	"szulfonamid és trimethoprim kombinációk"	"combinations of sulfonamides and trimethoprim, incl. derivatives"		1001
"J01EE01"	"szulfametoxazol - trimetoprim kombinációk"	"sulfamethoxazole and trimethoprim"	"szulfametoxazol és trimetoprim"	1001
"J01EE02"	"sulfadiazine and trimethoprim"	"sulfadiazine and trimethoprim"	"sulfadiazine and trimethoprim"	1001
"J01EE03"	"sulfametrole and trimethoprim"	"sulfametrole and trimethoprim"	"sulfametrole and trimethoprim"	1001
"J01EE04"	"sulfamoxole and trimethoprim"	"sulfamoxole and trimethoprim"	"sulfamoxole and trimethoprim"	1001
"J01EE05"	"szulfadimidin - trimetoprim kombinációk"	"sulfadimidine and trimethoprim"	"szulfadimidin és trimetoprim"	1001
"J01EE06"	"sulfadiazine and tetroxoprim"	"sulfadiazine and tetroxoprim"	"sulfadiazine and tetroxoprim"	1001
"J01EE07"	"sulfamerazine and trimethoprim"	"sulfamerazine and trimethoprim"	"sulfamerazine and trimethoprim"	1001
"J01F"	"makrolidok"	"macrolides and lincosamides"		1001
"J01FA"	"makrolidok"	"macrolides"		1001
"J01FA01"	"eritromicin"	"erythromycin"	"eritromicin"	1001
"J01FA02"	"spiramicin"	"spiramycin"	"spiramicin"	1001
"J01FA03"	"midecamycin"	"midecamycin"	"midecamycin"	1001
"J01FA04"	"pristinamycin"	"pristinamycin"	"pristinamycin"	1001
"J01FA05"	"oleandomycin"	"oleandomycin"	"oleandomycin"	1001
"J01FA06"	"roxitromicin"	"roxithromycin"	"roxitromicin"	1001
"J01FA07"	"josamicin"	"josamycin"	"josamicin"	1001
"J01FA08"	"troleandomycin"	"troleandomycin"	"troleandomycin"	1001
"J01FA09"	"klaritromicin"	"clarithromycin"	"claritromicin"	1001
"J01FA10"	"azitromicin"	"azithromycin"	"azitromicin"	1001
"J01FA11"	"miocamycin"	"miocamycin"	"miocamycin"	1001
"J01FA12"	"rokitamycin"	"rokitamycin"	"rokitamycin"	1001
"J01FA13"	"diritromicin"	"dirithromycin"	"diritromicin"	1001
"J01FA14"	"flurithromycin"	"flurithromycin"	"flurithromycin"	1001
"J01FA15"	"telithromycin"	"telithromycin"	"telithromycin"	1001
"J01FA19"				1001
"J01FF"	"linkozamidok"	"lincosamides"		1001
"J01FF01"	"klindamicin"	"clindamycin"	"clindamycin"	1001
"J01FF02"	"lincomycin"	"lincomycin"	"lincomycin"	1001
"J01FG"				1001
"J01FG01"	"pristinamycin"	"pristinamycin"	"pristinamycin"	1001
"J01FG02"	"quinupristin/dalfopristin"		"quinupristin/dalfopristin"	1001
"J01G"	"aminoglikozid antibiotikumok"	"aminoglycoside antibacterials"		1001
"J01GA"	"sztreptomycinek"	"streptomycins"		1001
"J01GA01"	"streptomicin"	"streptomycin"	"streptomicin"	1001
"J01GA02"	"streptoduocin"	"streptoduocin"	"streptoduocin"	1001
"J01GB"	"egyéb aminoglikozid antibiotikumok"	"other aminoglycosides"		1001
"J01GB01"	"tobramicin"	"tobramycin"	"tobramicin"	1001
"J01GB03"	"gentamicin"	"gentamicin"	"gentamicin"	1001
"J01GB04"	"kanamycin"	"kanamycin"	"kanamycin"	1001
"J01GB05"	"neomycin"	"neomycin"	"neomycin"	1001
"J01GB06"	"amikacin"	"amikacin"	"amikacin"	1001
"J01GB07"	"netilmicin"	"netilmicin"	"netilmicin"	1001
"J01GB08"	"sisomicin"	"sisomicin"	"sisomicin"	1001
"J01GB09"	"dibekacin"	"dibekacin"	"dibekacin"	1001
"J01GB10"	"ribostamycin"	"ribostamycin"	"ribostamycin"	1001
"J01GB11"	"isepamicin"	"isepamicin"	"isepamicin"	1001
"J01H"	"penicillinek"			1001
"J01HA"	"penicillináz-érzékeny penicillinek"			1001
"J01HB"	"penicillináz rezisztens penicillinek"			1001
"J01J"	"penicillin - streptomicin kombinációk"			1001
"J01JA"	"penicillináz rezisztens penicillinek - streptomicin kombinációk"			1001
"J01K"	"minden egyéb antibiotikum"			1001
"J01KA"	"szénhidrát-antibiotikumok"			1001
"J01KB"	"polipeptid-antibiotikumok"			1001
"J01KC"	"szteroid-antibiotikumok"			1001
"J01KD"	"aminoglikozid-antibiotikumok"			1001
"J01KE"	"monobaktám-antibiotikumok"			1001
"J01KF"	"thienamycin származékok és enzim inhibítorok"			1001
"J01KX"	"egyéb antibiotikumok"			1001
"J01L"	"különbözõ antibiotikumok kombinációi szisztémás használatra"			1001
"J01LA"	"különbözõ antibiotikumok kombinációi szisztémás használatra"			1001
"J01M"	"chinolonok"	"quinolone antibacterials"		1001
"J01MA"	"fluoro-chinolonok"	"fluoroquinolones"		1001
"J01MA01"	"ofloxacin"	"ofloxacin"	"ofloxacin"	1001
"J01MA02"	"ciprofloxacin"	"ciprofloxacin"	"ciprofloxacin"	1001
"J01MA03"	"pefloxacin"	"pefloxacin"	"pefloxacin"	1001
"J01MA04"	"enoxacin"	"enoxacin"	"enoxacin"	1001
"J01MA05"	"temafloxacin"	"temafloxacin"	"temafloxacin"	1001
"J01MA06"	"norfloxacin"	"norfloxacin"	"norfloxacin"	1001
"J01MA07"	"lomefloxacin"	"lomefloxacin"	"lomefloxacin"	1001
"J01MA08"	"fleroxacin"	"fleroxacin"	"fleroxacin"	1001
"J01MA09"	"sparfloxacin"	"sparfloxacin"	"sparfloxacin"	1001
"J01MA10"	"rufloxacin"	"rufloxacin"	"rufloxacin"	1001
"J01MA11"	"grepafloxacin"	"grepafloxacin"	"grepafloxacin"	1001
"J01MA12"	"levofloxacin"	"levofloxacin"	"levofloxacin"	1001
"J01MA13"	"trovafloxacin"	"trovafloxacin"	"trovafloxacin"	1001
"J01MA14"	"moxifloxacin"	"moxifloxacin"	"moxifloxacin"	1001
"J01MA15"	"gemifloxacin"	"gemifloxacin"	"gemifloxacin"	1001
"J01MA16"	"gatifloxacin"	"gatifloxacin"	"gatifloxacin"	1001
"J01MA17"	"prulifloxacin"	"prulifloxacin"	"prulifloxacin"	1001
"J01MA18"	"pazufloxacin"	"pazufloxacin"	"pazufloxacin"	1001
"J01MA19"	"garenoxacin"	"garenoxacin"	"garenoxacin"	1001
"J01MB"	"egyéb chinolonok, kivéve a g04ab atc-csoportba tartozó szereket"	"other quinolones"		1001
"J01MB01"	"rosoxacin"	"rosoxacin"	"rosoxacin"	1001
"J01MB02"	"nalidixic acid"	"nalidixic acid"	"nalidixsav"	1001
"J01MB03"	"piromidic acid"	"piromidic acid"	"piromidic acid"	1001
"J01MB04"	"pipemidic acid"	"pipemidic acid"	"pipemidic acid"	1001
"J01MB05"	"oxolinic acid"	"oxolinic acid"	"oxolinic acid"	1001
"J01MB06"	"cinoxacin"	"cinoxacin"	"cinoxacin"	1001
"J01MB07"	"flumequine"	"flumequine"	"flumequine"	1001
"J01R"	"antibakteriális szerek kombinációi"	"combinations of antibacterials"		1001
"J01RA"	"antibakteriális szerek kombinációi"	"combinations of antibacterials"		1001
"J01RA01"	"penicillins, comb. with other antibacterials"	"penicillins, comb. with other antibacterials"	"penicillins, comb. with other antibacterials"	1001
"J01RA02"	"sulfonamides, comb. with other antibacterials (excl. trimethoprim)"	"sulfonamides, comb. with other antibacterials (excl. trimethoprim)"	"sulfonamides, comb. with other antibacterials (excl. trimethoprim)"	1001
"J01RA03"	"cefuroxime, comb. with other antibacterials"	"cefuroxime, comb. with other antibacterials"	"cefuroxime, comb. with other antibacterials"	1001
"J01RA04"	"spiramycin, combinations with other antibacterials"	"spiramycin, combinations with other antibacterials"	"spiramycin, combinations with other antibacterials"	1001
"J01RA19"				1001
"J01X"	"egyéb antibakteriális szerek"	"other antibacterials"		1001
"J01XA"	"glikopeptid antibiotikumok"	"glycopeptide antibacterials"		1001
"J01XA01"	"vankomicin"	"vancomycin"	"vankomicin"	1001
"J01XA02"	"teicoplanin"	"teicoplanin"	"teicoplanin"	1001
"J01XA03"	"telavancin"	"telavancin"	"telavancin"	1001
"J01XA04"	"dalbavancin"	"dalbavancin"	"dalbavancin"	1001
"J01XB"	"polymyxinek"	"polymyxins"		1001
"J01XB01"	"colistin"	"colistin"	"colistin"	1001
"J01XB02"	"polymyxin b"	"polymyxin b"	"polymyxin b"	1001
"J01XC"	"szteroid antibakteriális szerek"	"steroid antibacterials"		1001
"J01XC01"	"fusidic acid"	"fusidic acid"	"fusidinsav"	1001
"J01XD"	"imidazol származékok"	"imidazole derivatives"		1001
"J01XD01"	"metronidazol"	"metronidazole"	"metronidazol"	1001
"J01XD02"	"tinidazole"	"tinidazole"	"tinidazole"	1001
"J01XD03"	"ornidazole"	"ornidazole"	"ornidazole"	1001
"J01XE"	"nitrofuran derivatives"	"nitrofuran derivatives"		1001
"J01XE01"	"nitrofurantoin"	"nitrofurantoin"	"nitrofurantoin"	1001
"J01XE02"	"nifurtoinol"	"nifurtoinol"	"nifurtoinol"	1001
"J01XX"	"egyéb antibakteriális szerek"	"other antibacterials"		1001
"J01XX01"	"phosphomycin"	"fosfomycin"	"foszfomicin"	1001
"J01XX02"	"xibornol"	"xibornol"	"xibornol"	1001
"J01XX03"	"clofoctol"	"clofoctol"	"clofoctol"	1001
"J01XX04"	"spectinomicin"	"spectinomycin"	"spectinomicin"	1001
"J01XX05"	"methenamine"	"methenamine"	"methenamine"	1001
"J01XX06"	"mandelic acid"	"mandelic acid"	"mandelic acid"	1001
"M03BB72"	"chlormezanone, combinations with psycholeptics"	"chlormezanone, combinations with psycholeptics"	"chlormezanone, combinations with psycholeptics"	1001
"M03BB73"	"chlorzoxazone, combinations with psycholeptics"	"chlorzoxazone, combinations with psycholeptics"	"chlorzoxazone, combinations with psycholeptics"	1001
"M03BC"	"ethers, chemically close to antihistamines"	"ethers, chemically close to antihistamines"		1001
"M03BC01"	"orphenadrine (citrate)"	"orphenadrine (citrate)"	"orphenadrine (citrate)"	1001
"M03BC51"	"orphenadrine, combinations"	"orphenadrine, combinations"	"orphenadrine, combinations"	1001
"M03BX"	"egyéb központi támadáspontú szerek"	"other centrally acting agents"		1001
"M03BX01"	"baclofen"	"baclofen"	"baclofen"	1001
"M03BX02"	"tizanidin"	"tizanidine"	"tizanidin"	1001
"M03BX03"	"pridinol"	"pridinol"	"pridinol"	1001
"M03BX04"	"tolperison"	"tolperisone"	"tolperisone"	1001
"M03BX05"	"thiocolchicoside"	"thiocolchicoside"	"thiocolchicoside"	1001
"M03BX06"	"mephenesin"	"mephenesin"	"mephenesin"	1001
"M03BX07"	"tetrazepam"	"tetrazepam"	"tetrazepam"	1001
"M03BX08"	"cyclobenzaprine"	"cyclobenzaprine"	"cyclobenzaprine"	1001
"M03BX19"				1001
"M03BX30"	"phenyramidol"	"phenyramidol"	"phenyramidol"	1001
"M03C"	"közvetlenül ható szerek"	"muscle relaxants, directly acting agents"		1001
"M03CA"	"hidantoinok"	"dantrolene and derivatives"		1001
"M03CA01"	"dantrolene"	"dantrolene"	"dantrolen"	1001
"M04"	"köszvényellenes készítmények"	"antigout preparations"		1001
"M04A"	"köszvényellenes készítmények"	"antigout preparations"		1001
"M04AA"	"húgysavképzõdést gátló készítmények"	"preparations inhibiting uric acid production"		1001
"M04AA01"	"allopurinol"	"allopurinol"	"allopurinol"	1001
"M04AA02"	"tisopurine"	"tisopurine"	"tisopurine"	1001
"M04AA03"	"febuxostat"	"febuxostat"	"febuxostat"	1001
"M04AA51"	"allopurinol kombinációk"	"allopurinol, combinations"	"allopurinol, kombinációk"	1001
"M04AB"	"húgysavkiválasztást fokozó készítmények"	"preparations increasing uric acid excretion"		1001
"M04AB01"	"probenecid"	"probenecid"	"probenecid"	1001
"M04AB02"	"sulfinpyrazone"	"sulfinpyrazone"	"sulfinpyrazone"	1001
"M04AB03"	"benzbromarone"	"benzbromarone"	"benzbromarone"	1001
"M04AB04"	"isobromindione"	"isobromindione"	"isobromindione"	1001
"M04AC"	"a húgysav-metabolizmusra nem ható készítmények"	"preparations with no effect on uric acid metabolism"		1001
"M04AC01"	"kolchicin"	"colchicine"	"kolchicin"	1001
"M04AC02"	"cinchophen"	"cinchophen"	"cinchophen"	1001
"M04AX"	"egyéb köszvényellenes készítmények"	"other antigout preparations"		1001
"M04AX01"	"urate oxidase"	"urate oxidase"	"urate oxidase"	1001
"M05"	"csontbetegségek kezelésének gyógyszererei"	"drugs for treatment of bone diseases"		1001
"M05A"	"a váz-izomrendszer betegségeinek egyéb gyógyszerei"			1001
"M05AA"	"kinin"			1001
"M05AB"	"enzimek"			1001
"M05B"	"mineralizációra ható szerek"	"drugs affecting mineralization"		1001
"M05BA"	"bifoszfonátok"	"bisphosphonates"		1001
"M05BA01"	"etidronic acid"	"etidronic acid"	"etidronic acid"	1001
"M05BA02"	"acidum clodronicum"	"clodronic acid"	"klodronsav"	1001
"M05BA03"	"acidum pamidronicum"	"pamidronic acid"	"pamidronsav"	1001
"M05BA04"	"acidum alendronicum"	"alendronic acid"	"alendronsav"	1001
"M05BA05"	"acidum tiludronicum"	"tiludronic acid"	"tiludronsav"	1001
"M05BA06"	"ibandronic acid"	"ibandronic acid"	"ibandronsav"	1001
"M05BA07"	"risedronic acid"	"risedronic acid"	"risedronsav"	1001
"M05BA08"	"zoledronic acid anhydrous"		"zoledronsav"	1001
"M05BA57"				1001
"M05BB"	"bisphosphonates and calcium, sequential preparations"	"bisphosphonates and calcium, sequential preparations"	"biszfoszfonát kombinációk"	1001
"M05BB01"	"etidronic acid and calcium"	"etidronic acid and calcium"	"etidronic acid and calcium"	1001
"M05BB02"	"risedronsav és kalcium, szekvenciális"	"risedronic acid and calcium, sequential"	"risedronsav és kalcium, szekvenciális"	1001
"M05BB03"	"alendronsav + colecalciferol"		"alendronsav + colecalciferol"	1001
"M05BB04"	"risedronic acid, calcium and colecalciferol, sequential "	"risedronic acid, calcium and colecalciferol, sequential"	"risedronic acid, calcium and colecalciferol, sequential"	1001
"M05BB05"	"alendronic acid, calcium and colecalciferol, sequential "	"alendronic acid, calcium and colecalciferol, sequential "	"alendronic acid, calcium and colecalciferol, sequential"	1001
"M05BB06"	"alendronsav és alfakalcidol, szekvenciális"	"alendronic acid and colecalciferol, sequential"	"alendronsav és alfakalcidol, szekvenciális"	1001
"M05BB07"	"risedronsav és colecalciferol"	"risedronic acid and colecalciferol"	"risedronsav és colecalciferol"	1001
"M05BC"	"bone morphogenetic proteins"	"bone morphogenetic proteins"		1001
"M05BC01"	"bmp-2"	"bmp-2"	"bmp-2"	1001
"M05BC02"	"bmp-7"	"bmp-7"	"bmp-7"	1001
"M05BD"				1001
"M05BD01"	"m05bd01"	"m05bd01"	"m05bd01"	1001
"M05BX"	"mineralizációra ható egyéb készítméyek"	"other drugs affecting mineralization"		1001
"M05BX01"	"ipriflavon"	"ipriflavone"	"ipriflavon"	1001
